data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7993359,566,NIG20692,20692,"11 May 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)","Students (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Ondo,"Ondo West",,Ondo,7.0932,4.8353,1,"Sahara Reporters",Regional,"Around 11 May 2021, some students of Adeyemi College of Education staged a protest at the main entrance of the institution in Ondo City (Ondo West LGA, Ondo) over the increase in fees by school management. [size=some]",0,1621889045,NGA
8048136,566,NIG20691,20691,"11 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-); Civilian JTF: Civilian Joint Task Force",1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,"Maiduguri Metro",,Maiduguri,11.8312,13.1517,1,"Daily Champion; Blueprint",National,"On 11 May 2021, Nigerian security operatives with local militiamen clashed with Boko Haram fighters at Jiddari Polo near Maiduguri (Maiduguri Metro LGA, Borno), killing at least eight fighters and recovering weapons, ammunition, and IED materials.",8,1622493898,NGA
7992585,566,NIG20681,20681,"10 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-)",1,"Katsina Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Katsina,Jibia,,Jibia,13.0978,7.2225,2,"Daily Post (Nigeria); Blueprint; EONS Intelligence",National,"On 10 May 2021, a Katsina communal militia invaded a mosque in Magama (Jibia LGA, Katsina) but were repelled by Nigerian security operatives. Following the clash, militiamen invaded another mosque near Jibia town in the same LGA and abducted over 40 worshippers. Security operatives pursued the militiamen and rescued 30 worshippers. 11 kidnapped victims escaped. Militiamen demanded ransom for remaining kidnapped victim.",0,1621889043,NGA
7992887,566,NIG20679,20679,"10 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Edo,Uhunmwode,,Ehor,6.6156,5.9838,1,"Concise News",National,"On 10 May 2021, Nigerian police operatives clashed with suspected kidnappers at Ahor community (Ehor) (Uhunmwode LGA, Edo), killing three and rescuing seven kidnapped victims.",3,1621889044,NGA
7992945,566,NIG20683,20683,"10 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Teachers (Nigeria); Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Oyo,"Saki West",,Saki,8.6667,3.3833,1,"Daily Independent (Nigeria)",National,"On 10 May 2021, staff of Oke-Ogun Polytechnic staged protest marches along major roads and at the main entrance of the institution in Saki (Saki West LGA, Oyo) over the alleged casualization by the management of the institution. [size=no report]",0,1621889044,NGA
7992969,566,NIG20676,20676,"10 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","NBA: Nigeria Bar Association; Lawyers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Anambra,"Awka South",,Awka,6.2101,7.0741,1,"Daily Post (Nigeria)",National,"On 10 May 2021, members of the Nnewi Chapter of the Nigerian Bar Association staged a demonstration at the Government House in Awka (Awka South LGA, Anambra) to demand the financial autonomy and independence of the judiciary. [size=no report]",0,1621889044,NGA
7992973,566,NIG20677,20677,"10 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Daily Post (Nigeria)",National,"On 10 May 2021, female demonstrators staged a protest in front of the traditional monarch's palace in Benin City (Oredo LGA, Edo) over the need for state authorities to empower the less-privileged members in the society. [size=no report]",0,1621889044,NGA
7993429,566,NIG20678,20678,"10 May 2021",2021,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Dikwa,,Dikwa,12.024,13.9165,2,Telegram,"New media","On 10 May 2021, ISWAP launched an IED attack on a Nigerian army foot patrol between the towns of Marte (Marte LGA, Borno) and Dikwa (Dikwa LGA, Borno), allegedly killing several soldiers. Property damage also reported. Unknown fatalities coded as 3.",3,1621889045,NGA
7993430,566,NIG20682,20682,"10 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Mafa,,Ngwom,11.8826,13.3434,1,Telegram,"New media","On 10 May 2021, ISWAP fighters attacked a base of Nigerian Military Forces in Ngwom (Mafa LGA, Borno), killing and wounding a number of soldiers. Unknown fatalities coded as 3.",3,1621889045,NGA
7993817,566,NIG20680,20680,"10 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Oyo,Iwajowa,,Iwere-Ile,8,3.0833,1,"Vanguard (Nigeria)",National,"On 10 May 2021, Fulani pastoralists attacked an off duty officer of the Man O'War organization and his fiancee along Igangan/Iganna road in Iwere-Ile (Iwajowa LGA, Oyo). One reported fatality.",1,1621889046,NGA
7992926,566,NIG20672,20672,"09 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,"Akwa Ibom","Essien Udim",,"Ikot Ebak",5.125,7.6572,2,"Daily Independent (Nigeria)",National,"On 9 May 2021, suspected member of the Indigenous Peoples of Biafra clashed with Nigerian police operatives at a Police Station in Mkpatak (Essien Udim LGA, Akwa Ibom) [coded to Ikot Ebak]. Gunmen also set police vehicles and the station ablaze. No fatalities and/or injuries reported.",0,1621889044,NGA
7992929,566,NIG20674,20674,"09 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)","Anambra State Vigilante Service",1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Anambra,Ekwusigwo,,Ozubulu,5.9567,6.849,1,"Daily Independent (Nigeria)",National,"On 9 May 2021, unidentified gunmen attacked the Anambra State Vigilante office and police station Ozubulu (Ekwusigwo LGA, Anambra). Property damage reported. No reported fatalities.",0,1621889044,NGA
7992931,566,NIG20671,20671,"09 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,"Akwa Ibom",Abak,,Abak,4.9797,7.7917,2,"Daily Independent (Nigeria)",National,"On 9 May 2021, suspected member of the Indigenous Peoples of Biafra clashed with Nigerian police operatives at a Police Station in Abak LGA (Akwa Ibom). Gunmen also set police vehicles and other facilities ablaze. No fatalities and/or injuries reported.",0,1621889044,NGA
7992932,566,NIG20675,20675,"09 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Abia,"Umuahia North",,Umuahia,5.5263,7.4896,2,"Daily Independent (Nigeria)",National,"On 9 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Umuahia North LGA (Abia). Gunmen also set police vehicles and valuables ablaze. No fatalities and/or injuries reported.",0,1621889044,NGA
7992948,566,NIG20673,20673,"09 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"IPOB: Indigenous Peoples of Biafra",,2,12,"Western Africa",Nigeria,"Akwa Ibom","Essien Udim",,"Ikot Ntuen Ukana",5.1327,7.7166,1,"Daily Independent (Nigeria)",National,"On 9 May 2021, suspected member of the Indigenous Peoples of Biafra clashed with Nigerian police operatives at Ukana Ikot Ntuen (Ikot Ntuen Ukana) (Essien Udim, LGA Akwa Ibom), killing two policemen.",2,1621889044,NGA
7992584,566,NIG20663,20663,"08 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)","Edo State Vigilante Security Network",1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Edo,Uhunmwode,,Ehor,6.6156,5.9838,2,"Concise News; Daily Independent (Nigeria)",National,"On 8 May 2021, Nigerian security operatives with local militiamen clashed with suspected kidnappers in the Ahor [Ehor] axis of Aduwawa along the Benin-Auchi Ex-pressway (Uhunmwode LGA, Edo) and rescued 13 kidnapped victims. No fatalities and/or injuries reported.",0,1621889043,NGA
7992824,566,NIG20668,20668,"08 May 2021",2021,1,Protests,"Protest with intervention","Protesters (Nigeria)","Taxi Drivers (Nigeria)",6,"Police Forces of Nigeria (2015-)",,1,16,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Karu,8.9961,7.5756,1,Blueprint,National,"On 8 May 2021, Okada riders staged a demonstration in Karu (Abuja Municipal LGA, FCT) over the death of their colleagues by suspected robbers. Security operatives intervened and calmed the situation. [size=no report]",0,1621889044,NGA
7992827,566,NIG20667,20667,"08 May 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,12,"Western Africa",Nigeria,Kano,"Kano Municipal",,Kano,12,8.5167,1,Blueprint,National,"On 8 May 2021, suspected Boko Haram fighters invaded Filin Lazio in the Hotoro area of Kano town (Kano Municipal LGA, Kano) but were repelled by Nigerian military troops. Ten suspects were arrested.",0,1621889044,NGA
7992889,566,NIG20669,20669,"08 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,"Akwa Ibom",Ini,,"Odoro Ikpe",5.3555,7.7547,1,"Concise News",National,"On 8 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Divisional Police Station in Odoro Ikpe (Ini LGA, Akwa Ibom) killing five policemen and one civilian. Gunmen also set police vehicles ablaze.",6,1621889044,NGA
7992922,566,NIG20664,20664,"08 May 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Kwara,Offa,,"Erin Ile",8.1166,4.7,2,"Daily Champion",National,"On 8 May 2021, Fulani pastoralists attacked and assaulted three farmers at Afoyin in Erin Ile (Offa LGA, Kwara). Event related to the farmer-pastoralist conflict.",0,1621889044,NGA
7992941,566,NIG20666,20666,"08 May 2021",2021,2,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Rivers,Ikwerre,,Isiokpo,5.0014,6.8741,2,"Daily Independent (Nigeria)",National,"Around 8 May 2021 (as reported), unidentified gunmen clashed with Nigerian police operatives at Ikwere LGA (Ikwerre) (Rivers) [coded to Isiokpo], killing two policemen. Property damage also reported.",2,1621889044,NGA
7992970,566,NIG20665,20665,"08 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,37,"Western Africa",Nigeria,Kaduna,Jema'a,,Golgolfa,9.4103,8.3614,1,"Daily Post (Nigeria)",National,"On 8 May 2021, unidentified gunmen attacked the residence of a scribe to the Ward Head in Golgolfa (Jema'a LGA, Kaduna), killing three people. Unknown reason for attack.",3,1621889044,NGA
7993092,566,NIG20670,20670,"08 May 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Katsina,Safana,,Tsaskiya,12.5042,7.3447,1,GardaWorld,Other,"On 8 May 2021, unknown gunmen attacked Tsatskiya (Tsaskiya) (Safana LGA, Katsina), killing at least 11 residents. Event connected to the death of a man linked to the assailants by locals.",11,1621889044,NGA
7937036,566,NIG20650,20650,"07 May 2021",2021,2,"Violence against civilians",Attack,"Niger Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Niger,Magama,,Nasko,10.4871,4.8792,2,"Daily Post (Nigeria); Nigeria Punch",National,"Around 7 May 2021 (as reported), a Niger communal militia attacked Yangalu community (Magama LGA, Niger) [coded to Nasko] and killed seven residents. Property damage also reported. Unknown reason for attack.",7,1620675925,NGA
7937175,566,NIG20649,20649,"07 May 2021",2021,1,Battles,"Armed clash","Ile-Ogbo Communal Militia (Nigeria)",,4,"Iwo Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Osun,Iwo,,Iwo,7.6333,4.1833,2,Blueprint,National,"On 7 May 2021, Ile-Ogbo and Iwo communal militias clashed at Asalu between Iwo (Iwo LGA, Osun) and Ile-Ogbo (Aiyedire LGA, Osun) over a land dispute. No fewer than three reported fatalities.",3,1620675925,NGA
7937241,566,NIG20648,20648,"07 May 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Health Workers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Daily Champion",National,"On 7 May 2021, health workers at the University Teaching Hospital (UCH) staged a demonstration in Agoro Ibadan (Akinyele LGA, Oyo) to demand immediate payment of their four months' salary arrears been owed by the institution. [size=no report]",0,1620675925,NGA
7937256,566,NIG20651,20651,"07 May 2021",2021,2,Riots,"Violent demonstration","Rioters (Nigeria)","Hausa Ethnic Group (Nigeria); Taxi Drivers (Nigeria)",5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Lagos,Ifako,,Ogba,6.6277,3.3342,1,"Daily Independent (Nigeria)",Subnational,"Around 7 May 2021 (as reported), Hausa Okada demonstrators clashed with police operatives at Ogba (Ifako LGA, Lagos) over the death of one of their colleagues when they attempted to arrest him. [size=no report]",0,1620675925,NGA
7992581,566,NIG20647,20647,"07 May 2021",2021,1,Riots,"Violent demonstration","Rioters (Nigeria)","IMN: Islamic Movement In Nigeria; Muslim Group (Nigeria)",5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Inside Arewa (Nigeria); Sahara Reporters",National-Regional,"On 7 May 2021, members of the Islamic Movement of Nigeria staged demonstrations in Abuja (Abuja Municipal LGA, FCT) and burned Israeli and US flags to express solidarity with Palestine. Community sources report police forces arrested and assaulted demonstrators. Police sources on the other hand report demonstrators vandalized property, attacked residents and security operatives, and killed a policeman. 49 demonstrators were arrested. [size=no report]",1,1621889043,NGA
7992582,566,NIG20656,20656,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Rivers,Obio,,Elimgbu,4.8696,7.056,1,"Daily Champion; Daily Independent (Nigeria)",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Divisional Police Station in Elimgbu (Obio LGA, Rivers) killing at least three policemen.",3,1621889043,NGA
7992583,566,NIG20661,20661,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Rivers,Emohua,,Rumuji,4.9383,6.7803,1,"Daily Independent (Nigeria); Daily Champion",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Divisional Police Station in Rumuji (Emohua LGA, Rivers). Gunmen also set a police vehicle ablaze. At least one fatality reported.",1,1621889043,NGA
7992917,566,NIG20657,20657,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Rivers,Emohua,,Emohua,4.8816,6.8625,2,"Daily Champion",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a checkpoint along the East-West Road (Emohua LGA, Rivers), killing two policemen.",2,1621889044,NGA
7993038,566,NIG20658,20658,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Anambra,Aniocha,,Neni,6.0815,7.0041,2,"EONS Intelligence",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station located at Ichida in Neni (Aniocha LGA, Anambra). Gunmen also set police vehicles ablaze.",0,1621889044,NGA
7993040,566,NIG20660,20660,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Anambra,"Idemili South",,Ojoto,6.0844,6.893,2,"EONS Intelligence",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Nneokwa (Idemili South LGA, Anambra) [coded to Ojoto]. Gunmen also set police vehicles ablaze.",0,1621889044,NGA
7993043,566,NIG20659,20659,"07 May 2021",2021,1,Battles,"Armed clash","Police Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Anambra,"Idemili South",,Nnobi,6.0469,6.9411,1,"EONS Intelligence",National,"On 7 May 2021, unidentified gunmen clashed with Nigerian police operatives at a Police Station in Nnobi (Idemili South LGA, Anambra). Gunmen also set police vehicles ablaze.",0,1621889044,NGA
